Date,Open,High,Low,Close
6/23/2016,594.68,637.89,544.13,630.87
6/22/2016,669.99,679.99,590.12,594.68
6/21/2016,730.42,730.42,628.6,669.99
6/20/2016,767.98,768.99,702,730.42
6/19/2016,760.08,771.92,744.77,767.98
6/18/2016,753,785.15,734.8,760.08
6/17/2016,770.21,778.49,709.01,753
6/16/2016,694.83,777.68,693.1,770.21
6/15/2016,684.9,696.03,673,694.83
6/14/2016,706,706.45,650.02,684.9
6/13/2016,674.26,720,663.55,706
6/12/2016,595.82,687.71,595.82,674.26
6/11/2016,579.5,596.12,579.48,595.82
6/10/2016,578.56,581,573.5,579.5
6/9/2016,583.23,583.5,574,578.56
6/8/2016,579.33,583.99,572.96,583.23
6/7/2016,585.99,590.95,483.78,579.33
6/6/2016,574.86,588.15,574,585.99
6/5/2016,575.56,585,570.22,574.86
6/4/2016,570,594.64,564.29,575.56
6/3/2016,538.53,578,535.96,570
6/2/2016,536.99,541.2,531.86,538.53
6/1/2016,531.47,541.5,524.39,536.99
5/31/2016,533,544.9,520.01,531.47
5/30/2016,524.7,541,519,533
5/29/2016,528.04,549.99,492.35,524.7
5/28/2016,470.94,539.49,470.04,528.04
5/27/2016,454.68,476.75,454.35,470.94
5/26/2016,451.78,454.99,449,454.68
5/25/2016,446.5,452.42,445.99,451.78
5/24/2016,444.88,448.5,440.5,446.5
5/23/2016,442.54,445.59,440.79,444.88
5/22/2016,446.14,446.45,440.89,442.54
5/21/2016,444.27,446.99,441.88,446.14
5/20/2016,442.41,445.5,435,444.27
5/19/2016,455.19,456.41,440.1,442.41
5/18/2016,453.62,457.88,452.86,455.19
5/17/2016,456.78,457.49,452.2,453.62
5/16/2016,462.26,462.26,451.48,456.78
5/15/2016,458.99,463.62,458.49,462.26
5/14/2016,457.49,459.83,456,458.99
5/13/2016,455.83,458.03,453.84,457.49
5/12/2016,454.46,456.57,449.27,455.83
5/11/2016,456.92,458.65,452.5,454.46
5/10/2016,464.24,465,448.2,452.92
5/9/2016,461.91,465.9,459.41,464.24
5/8/2016,462.2,465,457.5,461.91
5/7/2016,462.87,464,459.55,462.2
5/6/2016,450.39,463.73,448.84,462.87
5/5/2016,449.06,451.56,447,450.39
5/4/2016,452.68,453.23,446.76,449.06
5/3/2016,445.61,453.29,443.61,452.68
5/2/2016,456.51,457.63,440.02,445.61
5/1/2016,453.48,457.07,451.55,456.51
4/30/2016,457.74,459.44,450.13,453.48
4/29/2016,451.3,458.83,448.5,457.74
4/28/2016,446.85,451.51,434.79,451.3
4/27/2016,470.37,470.79,440.94,446.85
4/26/2016,467.41,472.11,464.01,470.37
4/25/2016,463.85,472.38,454.65,467.41
4/24/2016,453.94,465,453.58,463.85
4/23/2016,448.29,455.69,447.03,453.94
4/22/2016,452.65,453,445.07,448.29
4/21/2016,442.85,453.8,441.99,452.65
4/20/2016,436.87,444.07,436.04,442.85
4/19/2016,429.57,438.2,429.22,436.87
4/18/2016,434.72,434.72,429.1,429.57
4/17/2016,434.72,434.72,434.72,434.72
4/16/2016,430.92,434.89,430.53,434.72
4/15/2016,426.1,431.1,425.72,430.92
4/14/2016,425.53,428,424.52,426.1
4/13/2016,428.27,429.4,423.59,425.53
4/12/2016,423.28,429.77,423.1,428.27
4/11/2016,423.48,424,420.15,423.28
4/10/2016,419.49,423.99,419.44,423.48
4/9/2016,418.97,419.79,415.51,419.49
4/8/2016,421.58,424.65,415.71,418.97
4/7/2016,421.57,422.74,419.41,421.58
4/6/2016,422.18,423,420.61,421.57
4/5/2016,419.31,423.43,418.01,422.18
4/4/2016,420.07,421,417.58,419.31
4/3/2016,419.9,420.8,418.33,420.07
4/2/2016,417.33,420.5,416.91,419.9
4/1/2016,416.44,417.5,414.12,417.33
3/31/2016,412.5,417.6,412.07,416.44
3/30/2016,416.5,416.5,407.56,412.5
3/29/2016,422.42,424.62,407.75,416.5
3/28/2016,425.03,425.36,419.63,422.42
3/27/2016,416.7,426.5,416.35,425.03
3/26/2016,416.57,417.77,414.37,416.7
3/25/2016,413.76,416.7,410,416.57
3/24/2016,417.3,417.72,412.79,413.76
3/23/2016,416.42,418.99,413.95,417.3
3/22/2016,411.38,417.79,410.68,416.42
3/21/2016,413.58,413.97,406.89,411.38
3/20/2016,410.55,415.34,409.36,413.58
3/19/2016,409.96,411,404.72,410.55
3/18/2016,418.5,418.75,399.21,409.96
3/17/2016,415.93,419.75,415.7,418.5
3/16/2016,414.65,416.39,413,415.93
3/15/2016,414.01,416.94,412.48,414.65
3/14/2016,413.15,415.84,411.61,414.01
3/13/2016,410.33,416.38,410.01,413.15
3/12/2016,418.81,421.3,406.52,410.33
3/11/2016,416.24,421,414.97,418.81
3/10/2016,412.83,416.52,410.71,416.24
3/9/2016,411.23,414,408.75,412.83
3/8/2016,415.43,416.33,407.4,411.23
3/7/2016,403.48,418.74,395,415.43
3/6/2016,396.79,409.27,385.01,403.48
3/5/2016,408.93,409.12,381.09,396.79
3/4/2016,418.82,422.21,405.5,408.93
3/3/2016,423.69,424.12,408.63,418.82
3/2/2016,432.4,435.36,423.35,423.69
3/1/2016,436.45,437.78,427.5,432.4
2/29/2016,433.69,442,431.13,436.45
2/28/2016,432.51,436.07,423,433.69
2/27/2016,427.5,434.97,427.5,432.51
2/26/2016,423.75,427.5,419.53,427.5
2/25/2016,422.79,426.4,418.6,423.75
2/24/2016,420.03,425.6,410,422.79
2/23/2016,436.9,440.9,414.16,420.03
2/22/2016,438.15,439,431.12,436.9
2/21/2016,441.89,448.7,426.01,438.15
2/20/2016,419.06,444.03,418.87,441.89
2/19/2016,421.32,422,416,419.06
2/18/2016,416.26,423.2,414.24,421.32
2/17/2016,406.89,420.13,405.69,416.26
2/16/2016,399.11,407.5,390,406.89
2/15/2016,404.53,409.09,394.03,399.11
2/14/2016,388.37,404.54,388.2,404.53
2/13/2016,381.97,396,381.26,388.37
2/12/2016,376.89,382,376.51,381.97
2/11/2016,378.56,379.5,361.1,376.89
2/10/2016,372.9,383.34,371.87,378.56
2/9/2016,370.68,374.93,370.13,372.9
2/8/2016,377.77,379.35,370.5,370.68
2/7/2016,374.92,379.81,373.24,377.77
2/6/2016,384.46,384.54,370.05,374.92
2/5/2016,390.08,390.49,382.99,384.46
2/4/2016,367,390.63,366.96,390.08
2/3/2016,372.85,373.01,365.63,367
2/2/2016,370.62,374.41,370.58,372.85
2/1/2016,369.82,379,365,370.62
1/31/2016,379.23,382.5,367.33,369.82
1/30/2016,379.39,382.04,375,379.23
1/29/2016,379.96,385.05,363.25,379.39
1/28/2016,394.93,395,377.12,379.96
1/27/2016,389.21,397.18,388.77,394.93
1/26/2016,392.91,397,387.78,389.21
1/25/2016,403.45,403.94,386.41,392.91
1/24/2016,389.52,406.93,385,403.45
1/23/2016,383.01,398.72,380.26,389.52
1/22/2016,408.97,413.99,373.86,383.01
1/21/2016,413.88,424.78,403.21,408.97
1/20/2016,375.96,425.1,369,413.88
1/19/2016,383.14,385.5,370,375.96
1/18/2016,381.01,386.1,370.1,383.14
1/17/2016,386.57,391,378.42,381.01
1/16/2016,373.43,387.81,350.92,386.57
1/15/2016,429.69,430.67,359.8,373.43
1/14/2016,432.68,435.27,428,429.69
1/13/2016,446.57,446.57,425,432.68
1/12/2016,449.33,449.49,445.22,446.57
1/11/2016,449.14,452.65,445.88,449.33
1/10/2016,451.07,451.45,442.96,449.14
1/9/2016,454.06,456,447.66,451.07
1/8/2016,458.49,464.4,447.53,454.06
1/7/2016,432.44,458.68,430.21,458.49
1/6/2016,432.67,433.46,428.15,432.44
1/5/2016,433.42,435.51,430,432.67
1/4/2016,432.51,435.79,431.37,433.42
1/3/2016,435.74,435.88,425.02,432.51
1/2/2016,435.43,437.56,432.41,435.74
1/1/2016,430.12,437.15,427.92,435.43
12/31/2015,428.2,434,419.04,430.12
12/30/2015,432.59,434.99,422.35,428.2
12/29/2015,421.28,433,419.31,432.59
12/28/2015,425.01,429.9,418,421.28
12/27/2015,419.76,429.85,410.02,425.01
12/26/2015,456.09,458.29,410,419.76
12/25/2015,456,458.99,450.01,456.09
12/24/2015,443.77,460,442,456
12/23/2015,434.88,445.11,428.29,443.77
12/22/2015,436.61,442,432.58,434.88
12/21/2015,442.26,444.44,424.66,436.61
12/20/2015,460.9,461.4,430,442.26
12/19/2015,462.5,465.6,451.58,460.9
12/18/2015,455.5,465.1,453.28,462.5
12/17/2015,453.63,456.33,446.01,455.5
12/16/2015,463.64,464.73,440,453.63
12/15/2015,441.98,464.95,441.77,463.64
12/14/2015,436.29,450,429.12,441.98
12/13/2015,436.01,443.83,419.42,436.29
12/12/2015,451.34,469.34,403,436.01
12/11/2015,416.18,452.73,415.67,451.34
12/10/2015,417.44,419.5,408,416.18
12/9/2015,409.2,425,401,417.44
12/8/2015,395.28,409.2,386.69,409.2
12/7/2015,393.26,397.57,383,395.28
12/6/2015,387,401.01,375.22,393.26
12/5/2015,363.25,390,363.25,387
12/4/2015,361.33,364.85,355.43,363.25
12/3/2015,360.23,369.99,356.52,361.33
12/2/2015,362.56,363.06,349.59,360.23
12/1/2015,378.23,378.94,354.6,362.56
11/30/2015,371.04,382.87,367,378.23
11/29/2015,355.94,373.63,354.26,371.04
11/28/2015,359.99,360,351.09,355.94
11/27/2015,356.88,364.46,347.96,359.99
11/26/2015,328.07,368.18,328.03,356.88
11/25/2015,319.49,330.06,316.26,328.07
11/24/2015,323.01,323.17,318,319.49
11/23/2015,323.59,326,322,323.01
11/22/2015,325.22,327,321,323.59
11/21/2015,321.85,328,316.33,325.22
11/20/2015,325.5,327.12,311.23,321.85
11/19/2015,336.59,336.59,324.9,325.5
11/18/2015,336,338,330,336.59
11/17/2015,332.1,340.72,330.1,336
11/16/2015,321.13,334.1,316.12,332.1
11/15/2015,333.49,336.46,320,321.13
11/14/2015,335,339.57,329.4,333.49
11/13/2015,336.19,343,325,335
11/12/2015,307.54,344.99,307.25,336.19
11/11/2015,338.46,341.75,293.32,307.54
11/10/2015,381,382.23,322,338.46
11/9/2015,373.91,386.96,360.8,381
11/8/2015,386.7,389,363.58,373.91
11/7/2015,371.37,392,368.24,386.7
11/6/2015,384.2,395,351,371.37
11/5/2015,398.09,450,366.66,384.2
11/4/2015,399.49,499.99,368.15,398.09
11/3/2015,363.97,422.3,362.07,399.49
11/2/2015,331.71,371.82,326.07,363.97
11/1/2015,314.6,332,311.44,331.71
10/31/2015,329.97,334.28,306.29,314.6
10/30/2015,315.68,336.97,315.46,329.97
10/29/2015,303.75,320.99,301.8,315.68
10/28/2015,295.88,308.93,295.51,303.75
10/27/2015,286.75,297.99,286.67,295.88
10/26/2015,288.97,288.99,282.04,286.75
10/25/2015,284,295.93,283.28,288.97
10/24/2015,278.07,284,278.07,284
10/23/2015,275.92,281.17,275.4,278.07
10/22/2015,269.16,280,268.52,275.92
10/21/2015,271.14,272.85,265,269.16
10/20/2015,264.81,272.95,264.38,271.14
10/19/2015,264.53,268.23,262.05,264.81
10/18/2015,271.35,273.5,262.94,264.53
10/17/2015,263,274.81,262.56,271.35
10/16/2015,254.64,267.6,254.64,263
10/15/2015,253.22,256.77,253.13,254.64
10/14/2015,250.37,255,250.25,253.22
10/13/2015,246.29,251.5,244.86,250.37
10/12/2015,248.9,249.14,245.89,246.29
10/11/2015,246.06,250,245.63,248.9
10/10/2015,244.46,246.1,243.8,246.06
10/9/2015,243.38,244.88,241.1,244.46
10/8/2015,243.64,245.38,242.2,243.38
10/7/2015,246.83,247.96,240.2,243.64
10/6/2015,240.7,248,240.31,246.83
10/5/2015,239.76,240.77,237.5,240.7
10/4/2015,239.93,240.28,239.07,239.76
10/3/2015,237.99,240.62,237.68,239.93
10/2/2015,238.54,239.4,236.97,237.99
10/1/2015,237.13,239.86,236.68,238.54
9/30/2015,237.78,238.75,236.26,237.13
9/29/2015,240.42,241.05,237,237.78
9/28/2015,233.54,240.42,233.45,240.42
9/27/2015,234.99,235.13,233.2,233.54
9/26/2015,235.76,236.2,233.5,234.99
9/25/2015,235.6,237.62,234.02,235.76
9/24/2015,230.1,235.99,230.01,235.6
9/23/2015,230.61,233,229.27,230.1
9/22/2015,227,232.5,224.45,230.61
9/21/2015,232.48,233.64,226.87,227
9/20/2015,232.26,234,231.85,232.48
9/19/2015,233.19,234.31,232,232.26
9/18/2015,233.17,234.96,231.75,233.19
9/17/2015,229.2,235.93,229.01,233.17
9/16/2015,230.36,232,226.85,229.2
9/15/2015,231.01,232.43,230.26,230.36
9/14/2015,230.61,233.99,228.01,231.01
9/13/2015,236.92,236.92,229.72,230.61
9/12/2015,241.04,241.13,235.26,236.92
9/11/2015,238.33,241.54,238.33,241.04
9/10/2015,238.72,241.4,236.69,238.33
9/9/2015,244.15,244.69,238.6,238.72
9/8/2015,240.31,247.82,240.01,244.15
9/7/2015,240.93,242.98,239.21,240.31
9/6/2015,240.13,244.82,239.72,240.93
9/5/2015,231.61,231.61,230.12,230.92
9/4/2015,226.83,232.49,226.83,231.61
9/3/2015,229.39,231.36,226.48,226.83
9/2/2015,227.6,231.43,226.43,229.39
9/1/2015,231.12,233.5,226.42,227.6
8/31/2015,229.24,233,225.23,231.12
8/30/2015,229.55,233.47,226.59,229.24
8/29/2015,233.4,233.95,228,229.55
8/28/2015,224.34,236.18,221.2,233.4
8/27/2015,226.35,229.99,224,224.34
8/26/2015,223.58,231.97,220.16,226.35
8/25/2015,213.38,229.49,198.02,223.58
8/24/2015,228.3,229.84,210,213.38
8/23/2015,230.62,233.25,226.15,228.3
8/22/2015,233.71,235.53,222.68,230.62
8/21/2015,235.49,236.99,231.37,233.71
8/20/2015,227.84,238.2,226.58,235.49
8/19/2015,247.43,247.43,200,227.84
8/18/2015,258.49,258.64,245.67,247.43
8/17/2015,259.19,261.57,255.58,258.49
8/16/2015,262.21,263.1,255.67,259.19
8/15/2015,266.52,267.69,262.05,262.21
8/14/2015,264.92,267.98,262.5,266.52
8/13/2015,269.43,269.49,262.94,264.92
8/12/2015,271.2,272.4,265.79,269.43
8/11/2015,265.18,271.99,263.48,271.2
8/10/2015,267.91,268.89,263.17,265.18
8/9/2015,261.08,268.8,260.97,267.91
8/8/2015,279.54,280.16,260.07,261.08
8/7/2015,279.91,281.17,277.05,279.54
8/6/2015,282.24,282.77,278.95,279.91
8/5/2015,285.31,286.25,282.01,282.24
8/4/2015,281.63,286.47,280.11,285.31
8/3/2015,282.55,285.86,280.27,281.63
8/2/2015,282.06,282.58,277.33,282.55
8/1/2015,284.68,285.6,277.26,282.06
7/31/2015,288.25,290,282.79,284.68
7/30/2015,289.53,291.56,286.56,288.25
7/29/2015,295.73,296.58,289.01,289.53
7/28/2015,294.44,298,293.35,295.73
7/27/2015,293.25,297,287.24,294.44
7/26/2015,289.64,294.49,288.65,293.25
7/25/2015,289.48,291.67,286.82,289.64
7/24/2015,276.91,291.52,276.43,289.48
7/23/2015,277.5,279.75,276.28,276.91
7/22/2015,277.13,278.54,275.01,277.5
7/21/2015,278.7,281.27,276.85,277.13
7/20/2015,275.59,279.72,273.34,278.7
7/19/2015,277.56,278.48,275,275.59
7/18/2015,279.95,282.71,276.34,277.56
7/17/2015,278.71,281.38,272.64,279.95
7/16/2015,285.22,292.78,275,278.71
7/15/2015,288.2,294.11,285.18,285.22
7/14/2015,292.35,297.78,286.25,288.2
7/13/2015,311.96,312.91,281.62,292.35
7/12/2015,294.77,316.52,293.5,311.96
7/11/2015,286.85,299,284.5,294.77
7/10/2015,269.48,294.71,269.25,286.85
7/9/2015,270.64,272.5,267.1,270.21
7/8/2015,267.19,273.97,264.41,270.64
7/7/2015,270.41,272.11,264.5,267.19
7/6/2015,271.15,277.88,268.27,270.41
7/5/2015,260.61,275.25,258.99,271.15
7/4/2015,256.36,261,254.4,260.72
7/3/2015,255.22,257.37,252.77,256.36
7/2/2015,257.97,262,253,255.22
7/1/2015,264.94,265.45,255.12,257.97
6/30/2015,257.35,269.39,255.91,264.94
6/29/2015,249.79,257.99,249.09,257.57
6/28/2015,251.67,252,247.51,249.79
6/27/2015,243,252.22,242.3,251.67
6/26/2015,242.14,243.1,239.91,243
6/25/2015,240.89,243.44,239.91,242.14
6/24/2015,244.07,244.92,239.51,240.89
6/23/2015,247.75,248.06,243.01,244.07
6/22/2015,244.64,248.5,243.86,247.75
6/21/2015,246.67,246.98,242,244.64
6/20/2015,246.57,246.99,246.56,246.67
6/19/2015,248.93,251.05,245.56,245.56
6/18/2015,248.37,253.29,243.51,248.93
6/17/2015,251.93,259.46,247,248.37
6/16/2015,237.47,253.26,236.01,251.93
6/15/2015,233.6,238.5,233.6,237.47
6/14/2015,233.18,235,232.53,233.6
6/13/2015,230.26,233.33,228.79,233.18
6/12/2015,229.62,231.32,229.01,230.26
6/11/2015,228.67,230.92,228.67,229.62
6/10/2015,229.74,230.45,227.98,228.67
6/9/2015,229.02,232.06,228.31,229.74
6/8/2015,223.96,230.16,223.63,229.02
6/7/2015,225.02,226.09,222.88,223.96
6/6/2015,225.33,225.61,224.27,225.02
6/5/2015,224.31,226.74,223.01,225.33
6/4/2015,225.57,226.07,223.56,224.31
6/3/2015,225.25,227.45,223.82,225.57
6/2/2015,223.6,226.68,221.84,225.25
6/1/2015,229.88,230.99,221.58,223.6
5/31/2015,232.93,233.94,229.55,229.88
5/30/2015,236.94,236.99,231,232.93
5/29/2015,236.8,237.68,235.01,236.94
5/28/2015,237.74,238.48,236.23,236.8
5/27/2015,237.61,238.75,236.02,237.74
5/26/2015,237.47,238.34,235.81,237.61
5/25/2015,240.91,241.4,236.71,237.47
5/24/2015,239.07,242,238.27,240.91
5/23/2015,240.34,240.64,237.89,239.07
5/22/2015,235.72,242,235.11,240.34
5/21/2015,234.25,236.74,234.13,235.72
5/20/2015,232.4,235,232.31,234.25
5/19/2015,233.28,234.92,231.53,232.4
5/18/2015,237.22,237.89,231.66,233.28
5/17/2015,236.73,238.45,236.7,237.22
5/16/2015,237.84,237.99,235.48,236.73
5/15/2015,237.19,239,236.89,237.84
5/14/2015,237.56,240,232.61,237.19
5/13/2015,242.81,244.13,235.54,237.56
5/12/2015,242.81,243.4,240.37,242.81
5/11/2015,241.25,245.49,239.5,242.81
5/10/2015,242.57,244.89,239.63,241.25
5/9/2015,244.65,247.6,240,242.57
5/8/2015,237.91,247.06,236.35,244.65
5/7/2015,230.89,239.18,228.38,237.91
5/6/2015,236.18,237.87,228.38,230.89
5/5/2015,239.8,240,232,236.18
5/4/2015,240.63,243.99,238.06,239.8
5/3/2015,236.26,242.97,234.26,240.63
5/2/2015,234.01,237.15,233,236.26
5/1/2015,236.59,238.78,234,234.01
4/30/2015,225.91,240,225.1,236.59
4/29/2015,225.48,227.3,220.2,225.91
4/28/2015,227.2,229.04,220.46,225.48
4/27/2015,220.5,231.11,218.78,227.2
4/26/2015,227.06,227.91,215.56,220.5
4/25/2015,232.38,233.67,226.83,227.06
4/24/2015,235.49,236.93,230.12,232.38
4/23/2015,234,236,232.79,235.49
4/22/2015,234.91,238.6,232.78,234
4/21/2015,225.04,235.81,224.01,234.91
4/20/2015,224.05,227.45,223.45,225.04
4/19/2015,223.99,226.72,223.44,224.05
4/18/2015,223.5,224.04,222.18,223.99
4/17/2015,229.09,230.08,220.46,223.5
4/16/2015,223.88,230.75,223.55,229.09
4/15/2015,220.53,224.24,218.09,223.88
4/14/2015,221.48,222.16,216.92,220.53
4/13/2015,238.03,238.03,238.03,238.03
4/12/2015,238.13,239.16,234.02,238.03
4/11/2015,235.86,239.99,234.77,238.13
4/10/2015,243.65,244.95,232.35,235.86
4/9/2015,246.65,248.16,239.02,243.65
4/8/2015,255.67,255.75,244.29,246.65
4/7/2015,257.57,258.11,253.45,255.67
4/6/2015,261.46,263,255,257.57
4/5/2015,254.87,262,252.06,261.46
4/4/2015,255.68,256.6,251.26,254.87
4/3/2015,254.48,257.43,252.59,255.68
4/2/2015,247.25,255.24,245.8,254.48
4/1/2015,245.26,248.22,241.07,247.25
3/31/2015,248.59,249.98,242.87,245.26
3/30/2015,243.58,250.06,237.94,248.59
3/29/2015,253.47,254,241,243.58
3/28/2015,248.68,254.99,247.63,253.47
3/27/2015,250.16,250.99,246.44,248.68
3/26/2015,247,254.9,244.92,250.16
3/25/2015,248.81,249.99,234.51,247
3/24/2015,265.61,268.51,244.86,248.81
3/23/2015,270,273.99,260.81,265.61
3/22/2015,261.83,271.27,259.71,270
3/21/2015,263.71,264.04,256.66,261.83
3/20/2015,263.28,267.42,259.31,263.71
3/19/2015,258.51,266.8,249.2,263.28
3/18/2015,286.87,287.05,250,258.51
3/17/2015,292.03,293.69,284.01,286.87
3/16/2015,287.46,294.99,287.02,292.03
3/15/2015,284.29,289.24,282.5,287.46
3/14/2015,287,289,280.86,284.29
3/13/2015,296.11,296.52,284.86,287
3/12/2015,296.63,298.9,291.87,296.11
3/11/2015,292.56,297.8,290.51,296.63
3/10/2015,290.23,299.48,288.96,292.56
3/9/2015,274.82,294.42,274.82,290.23
3/8/2015,276.33,278.97,270.29,274.82
3/7/2015,273.91,279.44,270.55,276.33
3/6/2015,277.12,280,269.12,273.91
3/5/2015,273.56,281.09,262.49,277.12
3/4/2015,282.42,287,267.39,273.56
3/3/2015,274.93,289.5,267.07,282.42
3/2/2015,260.35,275,258.21,274.93
3/1/2015,255.59,259.97,246.3,258.78
2/28/2015,255.96,256.97,250,255.51
2/27/2015,237.1,259,236.29,255.96
2/26/2015,238.45,238.46,234.33,237.1
2/25/2015,239.78,240.99,235.44,238.45
2/24/2015,239.49,241.21,235.51,240.13
2/23/2015,236.72,240.97,232,239.69
2/22/2015,245.86,247.48,234.01,236.72
2/21/2015,245.54,248.12,244,245.86
2/20/2015,242.42,248.32,239.99,245.89
2/19/2015,235.91,245,235.58,242.42
2/18/2015,244,246,231.93,235.91
2/17/2015,236.82,248,233,244
2/16/2015,234,241,229.6,236.82
2/15/2015,257.48,267.86,228,234
2/14/2015,236.65,259.98,236.08,257.48
2/13/2015,222.45,242.36,221.55,236.65
2/12/2015,220.02,224.61,218,222.45
2/11/2015,220.84,223.61,217.46,220.02
2/10/2015,222.19,222.64,215,220.84
2/9/2015,224.16,225,216.45,222.19
2/8/2015,228.7,231.6,220,224.16
2/7/2015,222.82,230.5,222.44,228.7
2/6/2015,216,226.64,216,222.82
2/5/2015,226.5,228.9,215,216
2/4/2015,228.31,230.99,221.5,226.5
2/3/2015,237.79,243.9,225.32,228.31
2/2/2015,227,240.1,220.89,237.79
2/1/2015,219,233.79,210,227
1/31/2015,232.55,234.67,217.11,219
1/30/2015,234.52,244.59,227.89,232.55
1/29/2015,236.14,242,221.14,234.52
1/28/2015,262.69,265.99,228.5,236.14
1/27/2015,270,278.47,244.03,262.69
1/26/2015,254.53,322.72,241.43,270
1/25/2015,240,256.26,240,254.53
1/24/2015,235,250.58,215,240
1/23/2015,226.32,235,215,235
1/22/2015,225.51,257.73,216.59,226.32
1/21/2015,208,225.51,208,225.51
1/20/2015,225.51,225.51,208,208
1/19/2015,184,225.51,184,225.51
1/18/2015,184,184,184,184
1/17/2015,199.46,210,184,184
1/16/2015,211.91,225.5,189,199.46
1/15/2015,120,224,120,211.91
1/14/2015,260,260,109.87,120
1/13/2015,288.99,288.99,260,260
1/12/2015,288.99,288.99,288.99,288.99
1/11/2015,288.99,288.99,288.99,288.99
1/10/2015,288.99,288.99,288.99,288.99
1/9/2015,288.99,288.99,288.99,288.99
1/8/2015,340,360,264.81,288.99
1/7/2015,340,340,340,340
1/6/2015,340,340,340,340
1/5/2015,340,340,340,340
1/4/2015,340,340,340,340
1/3/2015,340,340,340,340
1/2/2015,340,340,340,340
1/1/2015,340,340,340,340
12/31/2014,340,340,340,340
12/30/2014,340,340,340,340
12/29/2014,340,340,340,340
12/28/2014,340,340,340,340
12/27/2014,340,340,340,340
12/26/2014,340,340,340,340
12/25/2014,340,340,340,340
12/24/2014,340,340,340,340
12/23/2014,340,340,340,340
12/22/2014,340,340,340,340
12/21/2014,340,340,340,340
12/20/2014,340,340,340,340
12/19/2014,340,340,340,340
12/18/2014,350,350,340,340
12/17/2014,350,350,350,350
12/16/2014,350,350,350,350
12/15/2014,350,350,350,350
12/14/2014,350,350,350,350
12/13/2014,350,350,350,350
12/12/2014,360.5,379,350,350
12/11/2014,360.5,360.5,360.5,360.5
12/10/2014,375,398,360.5,360.5
12/9/2014,375,375,375,375
12/8/2014,378,378,375,375
12/7/2014,378,378,378,378
12/6/2014,377.1,378,377.1,378
12/5/2014,377.1,377.1,377.1,377.1
12/4/2014,378,378,377.1,377.1
12/3/2014,378,378,377.01,378
12/2/2014,370,378,370,378
12/1/2014,300,370,300,370
